Time (s),Frame,Event
26.86,1585,Crowded Scene (20 people)
26.88,1586,Vehicle 2871 Stopping
26.88,1586,Vehicle 2903 Stopping
26.88,1586,Vehicle 2760 Stopping
26.88,1586,Crowded Scene (20 people)
26.90,1587,Vehicle 2871 Stopping
26.90,1587,Vehicle 2903 Stopping
26.90,1587,Vehicle 2760 Stopping
26.90,1587,Person 2948 Walking
26.90,1587,Person 2973 Walking
26.90,1587,Person 2992 Walking
26.90,1587,Person 3012 Walking
26.90,1587,Crowded Scene (20 people)
26.92,1588,Vehicle 2871 Stopping
26.92,1588,Vehicle 2903 Stopping
26.92,1588,Vehicle 2760 Stopping
26.92,1588,Crowded Scene (20 people)
26.93,1589,Vehicle 2871 Stopping
26.93,1589,Vehicle 2903 Stopping
26.93,1589,Vehicle 2760 Stopping
26.93,1589,Crowded Scene (20 people)
26.95,1590,Vehicle 2871 Stopping
26.95,1590,Vehicle 2903 Stopping
26.95,1590,Vehicle 2760 Stopping
26.95,1590,Person 2960 Walking
26.95,1590,Person 2992 Walking
26.95,1590,Crowded Scene (20 people)
26.97,1591,Vehicle 2871 Stopping
26.97,1591,Vehicle 2903 Stopping
26.97,1591,Vehicle 2760 Stopping
26.97,1591,Crowded Scene (20 people)
26.98,1592,Vehicle 2871 Stopping
26.98,1592,Vehicle 2903 Stopping
26.98,1592,Vehicle 2760 Stopping
26.98,1592,Person 3012 Walking
26.98,1592,Crowded Scene (20 people)
27.00,1593,Vehicle 2871 Stopping
27.00,1593,Vehicle 2903 Stopping
27.00,1593,Vehicle 2760 Stopping
27.00,1593,Person 2948 Walking
27.00,1593,Person 3012 Walking
27.00,1593,Crowded Scene (20 people)
27.02,1594,Vehicle 2871 Stopping
27.02,1594,Vehicle 2903 Stopping
27.02,1594,Vehicle 2760 Stopping
27.02,1594,Person 2967 Walking
27.02,1594,Person 3012 Walking
27.02,1594,Crowded Scene (20 people)
27.03,1595,Vehicle 2871 Stopping
27.03,1595,Vehicle 2903 Stopping
27.03,1595,Vehicle 2760 Stopping
27.03,1595,Crowded Scene (20 people)
27.05,1596,Vehicle 2871 Stopping
27.05,1596,Vehicle 2903 Stopping
27.05,1596,Vehicle 2760 Stopping
27.05,1596,Crowded Scene (19 people)
27.07,1597,Vehicle 2871 Stopping
27.07,1597,Vehicle 2903 Stopping
27.07,1597,Vehicle 2760 Stopping
27.07,1597,Person 3012 Walking
27.07,1597,Crowded Scene (18 people)
27.08,1598,Vehicle 2871 Stopping
27.08,1598,Person 2653 Walking
27.08,1598,Vehicle 2903 Stopping
27.08,1598,Vehicle 2760 Stopping
27.08,1598,Crowded Scene (18 people)
27.10,1599,Vehicle 2871 Stopping
27.10,1599,Vehicle 2903 Stopping
27.10,1599,Vehicle 2760 Stopping
27.10,1599,Person 2967 Walking
27.10,1599,Person 2992 Walking
27.10,1599,Crowded Scene (21 people)
27.12,1600,Vehicle 2871 Stopping
27.12,1600,Vehicle 2903 Stopping
27.12,1600,Vehicle 2760 Stopping
27.12,1600,Person 2992 Walking
27.12,1600,Person 2995 Walking
27.12,1600,Crowded Scene (22 people)
27.14,1601,Vehicle 2871 Stopping
27.14,1601,Vehicle 2903 Stopping
27.14,1601,Vehicle 2760 Stopping
27.14,1601,Person 2948 Walking
27.14,1601,Person 2967 Walking
27.14,1601,Person 3012 Walking
27.14,1601,Crowded Scene (21 people)
27.15,1602,Vehicle 2871 Stopping
27.15,1602,Person 2653 Walking
27.15,1602,Vehicle 2903 Stopping
27.15,1602,Vehicle 2760 Stopping
27.15,1602,Person 3012 Walking
27.15,1602,Crowded Scene (21 people)
27.17,1603,Vehicle 2871 Stopping
27.17,1603,Vehicle 2903 Stopping
27.17,1603,Vehicle 2760 Stopping
27.17,1603,Person 3012 Walking
27.17,1603,Person 3055 Walking
27.17,1603,Crowded Scene (21 people)
27.19,1604,Vehicle 2871 Stopping
27.19,1604,Vehicle 2903 Stopping
27.19,1604,Vehicle 2760 Stopping
27.19,1604,Person 2639 Walking
27.19,1604,Person 3055 Walking
27.19,1604,Crowded Scene (20 people)
27.20,1605,Vehicle 2871 Stopping
27.20,1605,Vehicle 2903 Stopping
27.20,1605,Vehicle 2760 Stopping
27.20,1605,Person 2982 Walking
27.20,1605,Crowded Scene (19 people)
27.22,1606,Vehicle 2871 Stopping
27.22,1606,Vehicle 2903 Stopping
27.22,1606,Vehicle 2760 Stopping
27.22,1606,Person 2967 Walking
27.22,1606,Person 2992 Walking
27.22,1606,Crowded Scene (20 people)
27.24,1607,Vehicle 2871 Stopping
27.24,1607,Vehicle 2903 Stopping
27.24,1607,Vehicle 2760 Stopping
27.24,1607,Person 3012 Walking
27.24,1607,Crowded Scene (19 people)
27.25,1608,Vehicle 2871 Stopping
27.25,1608,Vehicle 2903 Stopping
27.25,1608,Vehicle 2760 Stopping
27.25,1608,Person 3012 Walking
27.25,1608,Person 2960 Walking
27.25,1608,Crowded Scene (20 people)
27.27,1609,Vehicle 2871 Stopping
27.27,1609,Vehicle 2903 Stopping
27.27,1609,Vehicle 2760 Stopping
27.27,1609,Crowded Scene (19 people)
27.29,1610,Vehicle 2871 Stopping
27.29,1610,Person 2653 Walking
27.29,1610,Vehicle 2903 Stopping
27.29,1610,Vehicle 2760 Stopping
27.29,1610,Person 2948 Walking
27.29,1610,Crowded Scene (20 people)
27.31,1611,Vehicle 2871 Stopping
27.31,1611,Vehicle 2903 Stopping
27.31,1611,Vehicle 2760 Stopping
27.31,1611,Crowded Scene (20 people)
27.32,1612,Vehicle 2871 Stopping
27.32,1612,Vehicle 2903 Stopping
27.32,1612,Vehicle 2760 Stopping
27.32,1612,Crowded Scene (20 people)
27.34,1613,Vehicle 2871 Stopping
27.34,1613,Vehicle 2903 Stopping
27.34,1613,Vehicle 2760 Stopping
27.34,1613,Crowded Scene (20 people)
27.36,1614,Vehicle 2871 Stopping
27.36,1614,Vehicle 2903 Stopping
27.36,1614,Vehicle 2760 Stopping
27.36,1614,Crowded Scene (19 people)
27.37,1615,Vehicle 2871 Stopping
27.37,1615,Vehicle 2903 Stopping
27.37,1615,Vehicle 2760 Stopping
27.37,1615,Person 3012 Walking
27.37,1615,Crowded Scene (20 people)
27.39,1616,Vehicle 2871 Stopping
27.39,1616,Vehicle 2903 Stopping
27.39,1616,Vehicle 2760 Stopping
27.39,1616,Person 3012 Walking
27.39,1616,Person 3081 Walking
27.39,1616,Crowded Scene (20 people)
27.41,1617,Vehicle 2871 Stopping
27.41,1617,Vehicle 2903 Stopping
27.41,1617,Vehicle 2760 Stopping
27.41,1617,Crowded Scene (20 people)
27.42,1618,Vehicle 2871 Stopping
27.42,1618,Vehicle 2903 Stopping
27.42,1618,Vehicle 2760 Stopping
27.42,1618,Crowded Scene (20 people)
27.44,1619,Vehicle 2871 Stopping
27.44,1619,Vehicle 2903 Stopping
27.44,1619,Vehicle 2760 Stopping
27.44,1619,Person 2967 Walking
27.44,1619,Crowded Scene (20 people)
27.46,1620,Vehicle 2871 Stopping
27.46,1620,Vehicle 2903 Stopping
27.46,1620,Vehicle 2760 Stopping
27.46,1620,Person 3081 Walking
27.46,1620,Crowded Scene (20 people)
27.47,1621,Vehicle 2871 Stopping
27.47,1621,Vehicle 2903 Stopping
27.47,1621,Vehicle 2760 Stopping
27.47,1621,Person 2948 Walking
27.47,1621,Crowded Scene (20 people)
27.49,1622,Vehicle 2871 Stopping
27.49,1622,Vehicle 2903 Stopping
27.49,1622,Vehicle 2760 Stopping
27.49,1622,Person 3081 Walking
27.49,1622,Crowded Scene (20 people)
27.51,1623,Vehicle 2871 Stopping
27.51,1623,Vehicle 2903 Stopping
27.51,1623,Vehicle 2760 Stopping
27.51,1623,Crowded Scene (20 people)
27.53,1624,Vehicle 2871 Stopping
27.53,1624,Vehicle 2903 Stopping
27.53,1624,Crowded Scene (20 people)
27.54,1625,Vehicle 2871 Stopping
27.54,1625,Vehicle 2903 Stopping
27.54,1625,Crowded Scene (21 people)
27.56,1626,Vehicle 2871 Stopping
27.56,1626,Person 2653 Walking
27.56,1626,Vehicle 2903 Stopping
27.56,1626,Person 2967 Walking
27.56,1626,Crowded Scene (21 people)
27.58,1627,Vehicle 2871 Stopping
27.58,1627,Vehicle 2903 Stopping
27.58,1627,Person 2948 Walking
27.58,1627,Person 3084 Walking
27.58,1627,Crowded Scene (22 people)
27.59,1628,Vehicle 2871 Stopping
27.59,1628,Person 2653 Walking
27.59,1628,Vehicle 2903 Stopping
27.59,1628,Person 2992 Walking
27.59,1628,Person 3012 Walking
27.59,1628,Person 2948 Walking
27.59,1628,Person 3084 Walking
27.59,1628,Crowded Scene (22 people)
27.61,1629,Vehicle 2871 Stopping
27.61,1629,Vehicle 2903 Stopping
27.61,1629,Person 2967 Walking
27.61,1629,Person 3084 Walking
27.61,1629,Crowded Scene (21 people)
27.63,1630,Vehicle 2871 Stopping
27.63,1630,Vehicle 2903 Stopping
27.63,1630,Person 2967 Walking
27.63,1630,Person 2992 Walking
27.63,1630,Person 3084 Walking
27.63,1630,Person 2948 Walking
27.63,1630,Crowded Scene (22 people)
27.64,1631,Vehicle 2871 Stopping
27.64,1631,Person 2653 Walking
27.64,1631,Vehicle 2903 Stopping
27.64,1631,Person 2948 Walking
27.64,1631,Crowded Scene (23 people)
27.66,1632,Vehicle 2871 Stopping
27.66,1632,Vehicle 2903 Stopping
27.66,1632,Person 3092 Walking
27.66,1632,Person 2948 Walking
27.66,1632,Crowded Scene (23 people)
27.68,1633,Vehicle 2871 Stopping
27.68,1633,Vehicle 2903 Stopping
27.68,1633,Person 2995 Walking
27.68,1633,Person 3084 Walking
27.68,1633,Person 3092 Walking
27.68,1633,Person 2948 Walking
27.68,1633,Crowded Scene (23 people)
27.69,1634,Vehicle 2871 Stopping
27.69,1634,Vehicle 2903 Stopping
27.69,1634,Person 2992 Walking
27.69,1634,Crowded Scene (22 people)
27.71,1635,Vehicle 2871 Stopping
27.71,1635,Vehicle 2903 Stopping
27.71,1635,Person 2992 Walking
27.71,1635,Person 3084 Walking
27.71,1635,Person 2948 Walking
27.71,1635,Person 3102 Walking
27.71,1635,Crowded Scene (22 people)
27.73,1636,Vehicle 2871 Stopping
27.73,1636,Vehicle 2903 Stopping
27.73,1636,Person 2992 Walking
27.73,1636,Crowded Scene (21 people)
27.75,1637,Vehicle 2871 Stopping
27.75,1637,Vehicle 2903 Stopping
27.75,1637,Crowded Scene (22 people)
27.76,1638,Vehicle 2871 Stopping
27.76,1638,Vehicle 2903 Stopping
27.76,1638,Person 2948 Walking
27.76,1638,Person 2653 Walking
27.76,1638,Crowded Scene (23 people)
27.78,1639,Vehicle 2871 Stopping
27.78,1639,Vehicle 2903 Stopping
27.78,1639,Person 2948 Walking
27.78,1639,Person 3102 Walking
27.78,1639,Crowded Scene (23 people)
27.80,1640,Vehicle 2871 Stopping
27.80,1640,Vehicle 2903 Stopping
27.80,1640,Vehicle 2760 Stopping
27.80,1640,Person 3012 Walking
27.80,1640,Crowded Scene (23 people)
27.81,1641,Vehicle 2871 Stopping
27.81,1641,Vehicle 2903 Stopping
27.81,1641,Vehicle 2760 Stopping
27.81,1641,Person 3122 Walking
27.81,1641,Crowded Scene (22 people)
27.83,1642,Vehicle 2871 Stopping
27.83,1642,Vehicle 2903 Stopping
27.83,1642,Vehicle 2760 Stopping
27.83,1642,Person 2948 Walking
27.83,1642,Crowded Scene (21 people)
27.85,1643,Vehicle 2871 Stopping
27.85,1643,Vehicle 2903 Stopping
27.85,1643,Vehicle 2760 Stopping
27.85,1643,Person 2992 Walking
27.85,1643,Crowded Scene (19 people)
27.86,1644,Vehicle 2871 Stopping
27.86,1644,Vehicle 2903 Stopping
27.86,1644,Vehicle 2760 Stopping
27.86,1644,Person 2948 Walking
27.86,1644,Crowded Scene (19 people)
27.88,1645,Vehicle 2871 Stopping
27.88,1645,Vehicle 2903 Stopping
27.88,1645,Vehicle 2760 Stopping
27.88,1645,Person 2992 Walking
27.88,1645,Crowded Scene (19 people)
27.90,1646,Vehicle 2871 Stopping
27.90,1646,Vehicle 2903 Stopping
27.90,1646,Vehicle 2760 Stopping
27.90,1646,Person 2992 Walking
27.90,1646,Person 3012 Walking
27.90,1646,Person 3116 Walking
27.90,1646,Crowded Scene (19 people)
27.92,1647,Vehicle 2871 Stopping
27.92,1647,Vehicle 2903 Stopping
27.92,1647,Vehicle 2760 Stopping
27.92,1647,Person 2995 Walking
27.92,1647,Crowded Scene (19 people)
27.93,1648,Vehicle 2871 Stopping
27.93,1648,Vehicle 2903 Stopping
27.93,1648,Person 2910 Walking
27.93,1648,Vehicle 2760 Stopping
27.93,1648,Person 2995 Walking
27.93,1648,Crowded Scene (19 people)
27.95,1649,Vehicle 2871 Stopping
27.95,1649,Vehicle 2903 Stopping
27.95,1649,Vehicle 2760 Stopping
27.95,1649,Person 2992 Walking
27.95,1649,Person 3116 Walking
27.95,1649,Crowded Scene (19 people)
27.97,1650,Vehicle 2871 Stopping
27.97,1650,Vehicle 2903 Stopping
27.97,1650,Vehicle 2760 Stopping
27.97,1650,Person 3012 Walking
27.97,1650,Crowded Scene (18 people)
27.98,1651,Vehicle 2871 Stopping
27.98,1651,Vehicle 2903 Stopping
27.98,1651,Vehicle 2760 Stopping
27.98,1651,Person 2995 Walking
27.98,1651,Crowded Scene (19 people)
28.00,1652,Vehicle 2871 Stopping
28.00,1652,Vehicle 2903 Stopping
28.00,1652,Vehicle 2760 Stopping
28.00,1652,Person 2967 Walking
28.00,1652,Person 3012 Walking
28.00,1652,Crowded Scene (20 people)
28.02,1653,Vehicle 2871 Stopping
28.02,1653,Vehicle 2903 Stopping
28.02,1653,Vehicle 2760 Stopping
28.02,1653,Person 2948 Walking
28.02,1653,Person 2995 Walking
28.02,1653,Crowded Scene (20 people)
28.03,1654,Vehicle 2871 Stopping
28.03,1654,Vehicle 2903 Stopping
28.03,1654,Vehicle 2760 Stopping
28.03,1654,Person 2948 Walking
28.03,1654,Crowded Scene (20 people)
28.05,1655,Vehicle 2871 Stopping
28.05,1655,Vehicle 2903 Stopping
28.05,1655,Vehicle 2760 Stopping
28.05,1655,Crowded Scene (20 people)
28.07,1656,Vehicle 2871 Stopping
28.07,1656,Vehicle 2903 Stopping
28.07,1656,Vehicle 2760 Stopping
28.07,1656,Person 2995 Walking
28.07,1656,Crowded Scene (20 people)
28.08,1657,Vehicle 2871 Stopping
28.08,1657,Vehicle 2903 Stopping
28.08,1657,Vehicle 2760 Stopping
28.08,1657,Crowded Scene (20 people)
28.10,1658,Vehicle 2871 Stopping
28.10,1658,Vehicle 2903 Stopping
28.10,1658,Vehicle 2760 Stopping
28.10,1658,Person 3012 Walking
28.10,1658,Crowded Scene (20 people)
28.12,1659,Vehicle 2871 Stopping
28.12,1659,Vehicle 2903 Stopping
28.12,1659,Vehicle 2760 Stopping
28.12,1659,Person 3012 Walking
28.12,1659,Crowded Scene (20 people)
28.14,1660,Vehicle 2871 Stopping
28.14,1660,Vehicle 2903 Stopping
28.14,1660,Vehicle 2760 Stopping
28.14,1660,Crowded Scene (20 people)
28.15,1661,Vehicle 2871 Stopping
28.15,1661,Vehicle 2903 Stopping
28.15,1661,Vehicle 2760 Stopping
28.15,1661,Crowded Scene (21 people)
28.17,1662,Vehicle 2871 Stopping
28.17,1662,Vehicle 2903 Stopping
28.17,1662,Vehicle 2760 Stopping
28.17,1662,Person 3081 Walking
28.17,1662,Crowded Scene (21 people)
28.19,1663,Vehicle 2871 Stopping
28.19,1663,Vehicle 2903 Stopping
28.19,1663,Vehicle 2760 Stopping
28.19,1663,Person 2967 Walking
28.19,1663,Person 2948 Walking
28.19,1663,Crowded Scene (22 people)
28.20,1664,Vehicle 2871 Stopping
28.20,1664,Vehicle 2903 Stopping
28.20,1664,Person 2910 Walking
28.20,1664,Vehicle 2760 Stopping
28.20,1664,Crowded Scene (22 people)
28.22,1665,Vehicle 2871 Stopping
28.22,1665,Vehicle 2903 Stopping
28.22,1665,Person 2910 Walking
28.22,1665,Vehicle 2760 Stopping
28.22,1665,Person 2967 Walking
28.22,1665,Person 3081 Walking
28.22,1665,Crowded Scene (22 people)
28.24,1666,Vehicle 2871 Stopping
28.24,1666,Vehicle 2903 Stopping
28.24,1666,Vehicle 2760 Stopping
28.24,1666,Person 2967 Walking
28.24,1666,Person 3081 Walking
28.24,1666,Crowded Scene (21 people)
28.25,1667,Vehicle 2871 Stopping
28.25,1667,Vehicle 2903 Stopping
28.25,1667,Vehicle 2760 Stopping
28.25,1667,Person 3081 Walking
28.25,1667,Crowded Scene (21 people)
28.27,1668,Vehicle 2871 Stopping
28.27,1668,Vehicle 2903 Stopping
28.27,1668,Vehicle 2760 Stopping
28.27,1668,Person 3081 Walking
28.27,1668,Person 3176 Walking
28.27,1668,Crowded Scene (20 people)
28.29,1669,Vehicle 2871 Stopping
28.29,1669,Vehicle 2903 Stopping
28.29,1669,Vehicle 2760 Stopping
28.29,1669,Person 2967 Walking
28.29,1669,Person 3176 Walking
28.29,1669,Person 2612 Walking
28.29,1669,Crowded Scene (20 people)
28.31,1670,Vehicle 2871 Stopping
28.31,1670,Vehicle 2903 Stopping
28.31,1670,Vehicle 2760 Stopping
28.31,1670,Person 2967 Walking
28.31,1670,Person 3176 Walking
28.31,1670,Crowded Scene (19 people)
28.32,1671,Vehicle 2871 Stopping
28.32,1671,Vehicle 2903 Stopping
28.32,1671,Vehicle 2760 Stopping
28.32,1671,Person 2967 Walking
28.32,1671,Person 2948 Walking
28.32,1671,Crowded Scene (20 people)
28.34,1672,Person 2585 Walking
28.34,1672,Vehicle 2871 Stopping
28.34,1672,Vehicle 2903 Stopping
28.34,1672,Vehicle 2760 Stopping
28.34,1672,Person 2967 Walking
28.34,1672,Person 2948 Walking
28.34,1672,Crowded Scene (20 people)
28.36,1673,Person 2585 Walking
28.36,1673,Vehicle 2871 Stopping
28.36,1673,Vehicle 2903 Stopping
28.36,1673,Vehicle 2760 Stopping
28.36,1673,Person 2992 Walking
28.36,1673,Crowded Scene (20 people)
28.37,1674,Vehicle 2871 Stopping
28.37,1674,Vehicle 2903 Stopping
28.37,1674,Person 2910 Walking
28.37,1674,Vehicle 2760 Stopping
28.37,1674,Person 2992 Walking
28.37,1674,Crowded Scene (20 people)
28.39,1675,Vehicle 2871 Stopping
28.39,1675,Vehicle 2903 Stopping
28.39,1675,Person 3184 Walking
28.39,1675,Crowded Scene (20 people)
28.41,1676,Vehicle 2871 Stopping
28.41,1676,Vehicle 2903 Stopping
28.41,1676,Person 2982 Walking
28.41,1676,Crowded Scene (20 people)
28.42,1677,Vehicle 2871 Stopping
28.42,1677,Vehicle 2903 Stopping
28.42,1677,Person 3184 Walking
28.42,1677,Crowded Scene (20 people)
28.44,1678,Vehicle 2871 Stopping
28.44,1678,Vehicle 2903 Stopping
28.44,1678,Person 2992 Walking
28.44,1678,Person 3175 Walking
28.44,1678,Person 3184 Walking
28.44,1678,Person 3084 Walking
28.44,1678,Crowded Scene (22 people)
28.46,1679,Vehicle 2871 Stopping
28.46,1679,Vehicle 2903 Stopping
28.46,1679,Person 2910 Walking
28.46,1679,Person 2992 Walking
28.46,1679,Crowded Scene (19 people)
28.47,1680,Vehicle 2871 Stopping
28.47,1680,Vehicle 2903 Stopping
28.47,1680,Person 3184 Walking
28.47,1680,Crowded Scene (19 people)
28.49,1681,Vehicle 2871 Stopping
28.49,1681,Vehicle 2903 Stopping
28.49,1681,Person 2992 Walking
28.49,1681,Person 3184 Walking
28.49,1681,Crowded Scene (19 people)
28.51,1682,Vehicle 2871 Stopping
28.51,1682,Vehicle 2903 Stopping
28.51,1682,Crowded Scene (19 people)
28.53,1683,Vehicle 2871 Stopping
28.53,1683,Vehicle 2903 Stopping
28.53,1683,Person 2910 Walking
28.53,1683,Person 3184 Walking
28.53,1683,Crowded Scene (19 people)
28.54,1684,Vehicle 2871 Stopping
28.54,1684,Vehicle 2903 Stopping
28.54,1684,Crowded Scene (20 people)
28.56,1685,Vehicle 2871 Stopping
28.56,1685,Vehicle 2903 Stopping
28.56,1685,Person 2967 Walking
28.56,1685,Person 3148 Walking
28.56,1685,Crowded Scene (20 people)
28.58,1686,Vehicle 2871 Stopping
28.58,1686,Vehicle 2903 Stopping
28.58,1686,Person 3205 Walking
28.58,1686,Crowded Scene (20 people)
28.59,1687,Vehicle 2871 Stopping
28.59,1687,Vehicle 2903 Stopping
28.59,1687,Person 2967 Walking
28.59,1687,Person 2992 Walking
28.59,1687,Crowded Scene (17 people)
28.61,1688,Vehicle 2871 Stopping
28.61,1688,Vehicle 2903 Stopping
28.61,1688,Person 3184 Walking
28.61,1688,Crowded Scene (19 people)
28.63,1689,Vehicle 2871 Stopping
28.63,1689,Vehicle 2903 Stopping
28.63,1689,Person 3205 Walking
28.63,1689,Crowded Scene (18 people)
28.64,1690,Vehicle 2871 Stopping
28.64,1690,Vehicle 2903 Stopping
28.64,1690,Person 3205 Walking
28.64,1690,Crowded Scene (18 people)
28.66,1691,Vehicle 2871 Stopping
28.66,1691,Vehicle 2903 Stopping
28.66,1691,Person 3205 Walking
28.66,1691,Crowded Scene (18 people)
28.68,1692,Vehicle 2871 Stopping
28.68,1692,Vehicle 2903 Stopping
28.68,1692,Person 2992 Walking
28.68,1692,Person 3205 Walking
28.68,1692,Crowded Scene (18 people)
28.69,1693,Vehicle 2871 Stopping
28.69,1693,Vehicle 2903 Stopping
28.69,1693,Person 3205 Walking
28.69,1693,Crowded Scene (17 people)
28.71,1694,Vehicle 2871 Stopping
28.71,1694,Vehicle 2903 Stopping
28.71,1694,Person 2967 Walking
28.71,1694,Person 2612 Walking
28.71,1694,Person 3205 Walking
28.71,1694,Person 2992 Walking
28.71,1694,Crowded Scene (18 people)
28.73,1695,Vehicle 2871 Stopping
28.73,1695,Vehicle 2903 Stopping
28.73,1695,Person 3205 Walking
28.73,1695,Crowded Scene (17 people)
28.75,1696,Vehicle 2871 Stopping
28.75,1696,Vehicle 2903 Stopping
28.75,1696,Person 2612 Walking
28.75,1696,Person 3205 Walking
28.75,1696,Crowded Scene (17 people)
28.76,1697,Vehicle 2871 Stopping
28.76,1697,Vehicle 2903 Stopping
28.76,1697,Person 3205 Walking
28.76,1697,Person 3212 Walking
28.76,1697,Crowded Scene (17 people)
28.78,1698,Vehicle 2871 Stopping
28.78,1698,Vehicle 2903 Stopping
28.78,1698,Person 2612 Walking
28.78,1698,Person 3205 Walking
28.78,1698,Person 3212 Walking
28.78,1698,Crowded Scene (17 people)
28.80,1699,Vehicle 2871 Stopping
28.80,1699,Vehicle 2903 Stopping
28.80,1699,Person 3205 Walking
28.80,1699,Crowded Scene (17 people)
28.81,1700,Vehicle 2871 Stopping
28.81,1700,Vehicle 2903 Stopping
28.81,1700,Crowded Scene (16 people)
28.83,1701,Vehicle 2871 Stopping
28.83,1701,Vehicle 2903 Stopping
28.83,1701,Person 3084 Walking
28.83,1701,Crowded Scene (15 people)
28.85,1702,Vehicle 2871 Stopping
28.85,1702,Vehicle 2903 Stopping
28.85,1702,Person 3084 Walking
28.85,1702,Crowded Scene (17 people)
28.86,1703,Vehicle 2871 Stopping
28.86,1703,Vehicle 2903 Stopping
28.86,1703,Person 3084 Walking
28.86,1703,Person 3221 Walking
28.86,1703,Crowded Scene (17 people)
28.88,1704,Vehicle 2871 Stopping
28.88,1704,Vehicle 2903 Stopping
28.88,1704,Person 3221 Walking
28.88,1704,Crowded Scene (18 people)
28.90,1705,Vehicle 2871 Stopping
